原文: 第四章  爆裂  positive_prob: 0.526412  confidence: 0.471761  negative_prob: 0.473588  sentiment: 1.000000  
 原文:     “我也从松田那里听说了，但还有一点不太明白，”草薙战战兢兢地窥视着爆炸完毕的罐子，“真没想到它厉害到这种程度。对钠我不太懂，要说是氢氧化钠、氯化钠之类，我倒是听说过。”  positive_prob: 0.036053  confidence: 0.919882  negative_prob: 0.963947  sentiment: 0.000000  
 原文:     “钠是金属，但在自然界里无法持续以单体金属的状态提取。就像你刚才所说的，只是存在着某些化合物。像现在我放入水中的钠，它接触到空气的部分就已经酸化了。”  positive_prob: 0.149217  confidence: 0.668406  negative_prob: 0.850783  sentiment: 0.000000  
 原文:     “可金属爆炸还是让人觉得有点……”  positive_prob: 0.285555  confidence: 0.365432  negative_prob: 0.714445  sentiment: 0.000000  
 原文:     “钠不会自己爆炸。就像刚才所说的钠的反应性非常强，特别是与水反应，就会发热，成为氢氧化钠同时产生氯气。氢气与空气相混合就会引起爆炸。”  positive_prob: 0.295860  confidence: 0.342533  negative_prob: 0.704140  sentiment: 0.000000  
 原文:     “不是火柴与火药，而是水与钠，是吧？”  positive_prob: 0.120640  confidence: 0.731911  negative_prob: 0.879360  sentiment: 0.000000  
 原文:     “之后就只剩下氢氧化钠了。氢氧化钠易溶干水，因此湘南海上没有爆炸物的痕迹也就理所当然了。”  positive_prob: 0.090954  confidence: 0.797880  negative_prob: 0.909046  sentiment: 0.000000  
 原文:     “可是，我看刚才的实验，钠不是一入水就爆炸了吗？要是那样的话，犯人藤川哪有逃离的时间呢？”  positive_prob: 0.073959  confidence: 0.835645  negative_prob: 0.926040  sentiment: 0.000000  
 原文:     “问得好！实际上当使用钠准备引爆的时候，只要做点手脚就能拖延时间。当然这也是不留痕迹的。”  positive_prob: 0.540100  confidence: 0.197996  negative_prob: 0.459900  sentiment: 1.000000  
 原文:     “怎么办到的？”  positive_prob: 0.359592  confidence: 0.200906  negative_prob: 0.640408  sentiment: 0.000000  
 原文:     “让金属钠的表面变成碳酸钠。碳酸钠是具有稳定性的物质，不危险，而且也易溶于水。”  positive_prob: 0.207056  confidence: 0.539877  negative_prob: 0.792944  sentiment: 0.000000  
 原文:     “做了之后会怎样？”  positive_prob: 0.282751  confidence: 0.371665  negative_prob: 0.717249  sentiment: 0.000000  
 原文:     “在遇水后不久，碳酸钠会变成块状，钠就不与水起反应。过一段时间，碳酸钠会慢慢溶解，当钠终于暴露在水中的时候——”  positive_prob: 0.147351  confidence: 0.672554  negative_prob: 0.852649  sentiment: 0.000000  
 原文:     “这样？”草薙在汤川的面前摊开了手掌。  positive_prob: 0.184214  confidence: 0.590635  negative_prob: 0.815786  sentiment: 0.000000  
 原文:     “我觉得藤川应该是偷偷拿着已经做了手脚的钠，接近梅里津子，然后，把钠放在她附近，自己沉下去。或者说，因为她在充气垫子上，藤川用某种方法把钠安在了那个充气垫子上，这也是有可能的。”  positive_prob: 0.444867  confidence: 0.011407  negative_prob: 0.555133  sentiment: 0.000000  
 原文:     草薙点头，这些话筒单易懂，理科白痴多少也能领会一些。犯人死掉了，明白真相已经不太容易了。  positive_prob: 0.064770  confidence: 0.856066  negative_prob: 0.935229  sentiment: 0.000000  
 原文:     “松田交代说，钠被盗就是在8月中旬，藤川来学校的时候。”草薙坐在椅子上说。  positive_prob: 0.510837  confidence: 0.783253  negative_prob: 0.489163  sentiment: 1.000000  
 原文:     松田在使用液体钠进行热交换系统的研究，藤川进入他的研究室时，把钠偷出来并不是一件难事。  positive_prob: 0.441520  confidence: 0.018845  negative_prob: 0.558480  sentiment: 0.000000  
 原文:     “那时松田和藤川说了什么呢？”汤川靠在桌子上望着空中嘟囔着。  positive_prob: 0.400556  confidence: 0.109876  negative_prob: 0.599444  sentiment: 0.000000  
 原文:     “藤川是来发牢骚的。松田是这么说的。无论是上学时到横森教授的研究室帮助松田研究，还是进入尼西娜工程那种小公司，全都不顺心。特别是尼西娜工程公司让他做完全不感兴趣的工作让他很郁闷。他把这之前的郁闷之火全部点燃了。”  positive_prob: 0.243384  confidence: 0.459146  negative_prob: 0.756616  sentiment: 0.000000  
 原文:     汤川轻轻地摇了摇头。  positive_prob: 0.400559  confidence: 0.109870  negative_prob: 0.599441  sentiment: 0.000000  
 原文:     “总觉得没这么简单。”  positive_prob: 0.298338  confidence: 0.337026  negative_prob: 0.701662  sentiment: 0.000000  
 原文:     “是很复杂，说真的，对这起事件，我也没有完全把握好。”草薙取出记事本打开。不仅仅是对钠做手脚的问题，关于这起事件的背景，他也希望听听汤川的意见。  positive_prob: 0.152226  confidence: 0.661721  negative_prob: 0.847774  sentiment: 0.000000  
 原文:     按松田的话来讲，就是藤川本来是想进木岛教授的研究室的，由于没有取得重要的学分就没有去成。那个重要的学分指的是在上大三的时候都应该上的木岛教授的课。  positive_prob: 0.210970  confidence: 0.531178  negative_prob: 0.789030  sentiment: 0.000000  
 原文:     “藤川没有上成课的理由只有一个，他忘记向学生科提交该门课程的申请了。当藤川发现的时候已经过了提交期限，藤川慌忙赶到学生科，希望能够修改一下。”  positive_prob: 0.123353  confidence: 0.725882  negative_prob: 0.876647  sentiment: 0.000000  
 原文:     “被拒绝了吧，”汤川说，“我们学校的学生科在这点上格外地严格，学生们都知道，我自己也有亲身体验。”  positive_prob: 0.322931  confidence: 0.282376  negative_prob: 0.677069  sentiment: 0.000000  
 原文:     “那时冷淡而严厉拒绝藤川的就是梅里津子。”  positive_prob: 0.184032  confidence: 0.591040  negative_prob: 0.815968  sentiment: 0.000000  
 原文:     “原来是这样啊。”汤川非常赞同。  positive_prob: 0.446445  confidence: 0.007899  negative_prob: 0.553555  sentiment: 0.000000  
 原文:     “之后藤川应该是直接拜托木岛教授去了，大概说了什么请定让我上您的课之类的话吧。当学生错过了提交课程申请的时限时，如果得到教授的同意也是可以去上课的。”  positive_prob: 0.063135  confidence: 0.859699  negative_prob: 0.936865  sentiment: 0.000000  
 原文:     “那教授呢？”  positive_prob: 0.396377  confidence: 0.119162  negative_prob: 0.603623  sentiment: 0.000000  
 原文:     “没有同意，”草薙说，“至于理由，松田也不太清楚。”  positive_prob: 0.032479  confidence: 0.927824  negative_prob: 0.967521  sentiment: 0.000000  
 原文:     汤川把头稍歪了一下。  positive_prob: 0.278041  confidence: 0.382132  negative_prob: 0.721959  sentiment: 0.000000  
 原文:     “我倒好像知道是什么理由。”  positive_prob: 0.137748  confidence: 0.693894  negative_prob: 0.862252  sentiment: 0.000000  
 原文:     “是什么？”  positive_prob: 0.249454  confidence: 0.445659  negative_prob: 0.750546  sentiment: 0.000000  
 原文:     “啊，等一会儿再说吧。后来藤川怎么样了呢？”  positive_prob: 0.430410  confidence: 0.043533  negative_prob: 0.569590  sentiment: 0.000000  
 原文:     “没怎么样，最后还是没有上成那门非常重要的课，因此也就没能如愿地进入木岛教授的研究室。没办法，他只好到横森教授那里去了。”  positive_prob: 0.033373  confidence: 0.925837  negative_prob: 0.966627  sentiment: 0.000000  
 原文:     “结果，他就做自己不喜欢的研究，进自己不喜欢的公司，干自己不喜欢的工作了。他是不是把这一切都归罪于那两个人了。”  positive_prob: 0.080627  confidence: 0.820830  negative_prob: 0.919373  sentiment: 0.000000  
 原文:     “对，两个人——梅里津子和木岛教授。”草薙揪起头发。  positive_prob: 0.518644  confidence: 0.627119  negative_prob: 0.481356  sentiment: 1.000000  
 原文:     “为这个就要杀人吗？正常人会这么做吗？不过松田的意思好像是，藤川患有一种神经官能症。”  positive_prob: 0.207909  confidence: 0.537979  negative_prob: 0.792091  sentiment: 0.000000  
 原文:     “松田他，”汤川睁大眼睛，“说藤川患有神经官能症？”  positive_prob: 0.256060  confidence: 0.430977  negative_prob: 0.743940  sentiment: 0.000000  
 原文:     “嗯。”  positive_prob: 0.483385  confidence: 0.667708  negative_prob: 0.516615  sentiment: 1.000000  
 原文:     “这样啊……”汤川望着天花板，一副思考着什么的表情。  positive_prob: 0.121309  confidence: 0.730424  negative_prob: 0.878691  sentiment: 0.000000  
 原文:     “有什么奇怪的吗？”  positive_prob: 0.137711  confidence: 0.693976  negative_prob: 0.862289  sentiment: 0.000000  
 原文:     “没有？”汤川摇了摇头，“那关于藤川被杀，他是怎么说的？”  positive_prob: 0.103009  confidence: 0.771091  negative_prob: 0.896991  sentiment: 0.000000  
 原文:     “松田说，当他知道湘南事件，看到爆炸的情形和被害人的名字后就肯定是藤川做的了。当时他检查了一下实验室，发现钠的确变少了。”  positive_prob: 0.153457  confidence: 0.658985  negative_prob: 0.846543  sentiment: 0.000000  
 原文:     松田立即来到藤川的公寓，确认事情的真假。  positive_prob: 0.619438  confidence: 0.154306  negative_prob: 0.380562  sentiment: 2.000000  
 原文:     藤川没有否认，承认了自己的罪行，不仅如此，还表明自己准备再杀个一人，他就是木岛教授。  positive_prob: 0.218649  confidence: 0.514113  negative_prob: 0.781351  sentiment: 0.000000  
 原文:     “从这以后，松田的话就有点难懂了。”草薙皱着眉头继续说。  positive_prob: 0.603015  confidence: 0.117812  negative_prob: 0.396985  sentiment: 2.000000  
 原文:     “松田说，藤川说他们都完了，于是他非常生气，就把藤川杀死了。但是藤川为什么说‘你们都完了’呢？为什么松田恼火到想杀藤川的地步呢？还有一点不清楚，就是一说到这个地方，松田的话就总是含糊不清。”  positive_prob: 0.065535  confidence: 0.854366  negative_prob: 0.934465  sentiment: 0.000000  
 原文:     “这样啊。”汤川直起腰，站在窗户旁边。  positive_prob: 0.262904  confidence: 0.415769  negative_prob: 0.737096  sentiment: 0.000000  
 原文:     “有什么线索吗？”  positive_prob: 0.249085  confidence: 0.446478  negative_prob: 0.750915  sentiment: 0.000000  
 原文:     “也不算啦，也不是什么深奥的话，哪儿都能听到的。”  positive_prob: 0.112059  confidence: 0.750979  negative_prob: 0.887941  sentiment: 0.000000  
 原文:     “说来听听。”草薙朝他的方向移了下座位。  positive_prob: 0.368621  confidence: 0.180843  negative_prob: 0.631379  sentiment: 0.000000  
 原文:     汤川抱着胳膊在窗前站着，逆着光，很难看到他的表情。  positive_prob: 0.509725  confidence: 0.805491  negative_prob: 0.490274  sentiment: 1.000000  
 原文:     “我们说说能源工学院的前身吧，在以前它叫原子力工学院。”  positive_prob: 0.390074  confidence: 0.133170  negative_prob: 0.609926  sentiment: 0.000000  
 原文:     “啊，是吗？”草薙想，这个名字比较易懂。  positive_prob: 0.387619  confidence: 0.138625  negative_prob: 0.612381  sentiment: 0.000000  
 原文:     “之所以致名字，是因为人们对它的印象变坏了。改名后，研究内容也进行了一些方向转换，但以前还在研究的课题都还保留着。松田所进行的研究也是其中之一，即使用液体钠的热交换技术。如果说得极端点，它只有一种用途，这你多少知道点吧？”  positive_prob: 0.315503  confidence: 0.298882  negative_prob: 0.684497  sentiment: 0.000000  
 原文:     “不知道。”草薙心里想，我怎么可能知道。  positive_prob: 0.255856  confidence: 0.431431  negative_prob: 0.744144  sentiment: 0.000000  
 原文:     “是从燃烧钚的原子炉，就是所得的高速炉中提取热的技术。你应该对几年前，高速增值炉的钚泄漏事故有印象吧？”  positive_prob: 0.612045  confidence: 0.137878  negative_prob: 0.387955  sentiment: 2.000000  
 原文:     “啊，”草薙点头，“那个我有印象。这么说来，还说钠怎么怎么样了来着？”  positive_prob: 0.186186  confidence: 0.586254  negative_prob: 0.813814  sentiment: 0.000000  
 原文:     “那起事故之后，日本的钚利用计划就大方向地转变了。之后紧接着，又发生了各相关机构隐瞒事故等不好的事情，其方向的转变就更陕了。转变过程中当然会对各方面都有影响，反应最快的首先是相关企业，”汤川移动了两三步，从书柜上抽出了一本类似小册子的东西。“说实在的，我也委婉地问过我在尼西娜工程的朋友这件事，果不其然，公司为了钚利用时代的来临，做了技术储备，但从今年开始，与其相关的研究全部收手，好像藤川也因为这个原因，才进行了岗位调换。”  positive_prob: 0.123068  confidence: 0.726515  negative_prob: 0.876932  sentiment: 0.000000  
 原文:     “原来是这样。那样的话，我多少还能理解藤川为什么会得神经官能症。”  positive_prob: 0.561078  confidence: 0.024617  negative_prob: 0.438922  sentiment: 2.000000  
 原文:     虽然藤川进入公司不是出于本意，但至少还能发挥自己的专业特长进行研究。现在，连这也被剥夺了，这下他连人生的方向都迷失了，草钚想。  positive_prob: 0.502245  confidence: 0.955091  negative_prob: 0.497755  sentiment: 1.000000  
 原文:     “在企业之后直接受到重整影响的，就是研究人员，”汤川继续说，“事实上松田所进行的那些研究，也是要重新考虑预算的对象之一。””明白了……”  positive_prob: 0.526413  confidence: 0.471748  negative_prob: 0.473587  sentiment: 1.000000  
 原文:     “松田怕是担心得不得了。如果把大学的研究课题排陈了，那以前付出的辛苦就白费了，当然也会影响升职。”  positive_prob: 0.784976  confidence: 0.522168  negative_prob: 0.215024  sentiment: 2.000000  
 原文:     听了汤川的话，草薙想起了松田还是助手这件事。  positive_prob: 0.433576  confidence: 0.036498  negative_prob: 0.566424  sentiment: 0.000000  
 原文:     “毕业生藤川被杀，决定性因素是什么呢……”  positive_prob: 0.259426  confidence: 0.423497  negative_prob: 0.740574  sentiment: 0.000000  
 原文:     “应谈是松田发现杀人者使用的是钠吧。本柬钠就给人很危险的感觉，而且还被从大学研究室里偷出来了……”  positive_prob: 0.035507  confidence: 0.921096  negative_prob: 0.964493  sentiment: 0.000000  
 原文:     “这是决定性的吗？”草薙叹了口气。  positive_prob: 0.155768  confidence: 0.653850  negative_prob: 0.844232  sentiment: 0.000000  
 原文:     “松田难道不明白杀了藤川不是解决问题的办法吗？他是不是只想着眼前这个男人不解决掉不行。”接着汤川轻轻晃晃头，“他说藤川有神经官能症，他自己不是也一样吗？”  positive_prob: 0.010645  confidence: 0.976344  negative_prob: 0.989355  sentiment: 0.000000  
 原文:     “可以这么说，”草薙表示同意，“据说松田很怕下雨。”  positive_prob: 0.436430  confidence: 0.030157  negative_prob: 0.563570  sentiment: 0.000000  
 原文:     “他真的是开始不知道钠放在哪里吗？”  positive_prob: 0.149860  confidence: 0.666977  negative_prob: 0.850140  sentiment: 0.000000  
 原文:     面对汤川的疑问  草薙点了点头。  positive_prob: 0.313415  confidence: 0.303522  negative_prob: 0.686585  sentiment: 0.000000  
 原文:     “从那张停车场的照片来看，他应该注意到，钠是放在木岛教授车上的。那时，教授正为参加国际会议前往大阪，要是下雨，钠就会爆炸。不，是氢气会爆炸。总之，他想到可能发生那样可怕的事，就担心得不得了。”  positive_prob: 0.637315  confidence: 0.194032  negative_prob: 0.362685  sentiment: 2.000000  
 原文:     “如果不是他有良心，我现在也注意不到木岛先生被人盯上了。”汤川朝窗外望去。  positive_prob: 0.086098  confidence: 0.808672  negative_prob: 0.913902  sentiment: 0.000000  
 原文:     “停车场的照片，会让人认为藤川是出于某些理由盯上了横森教授的车，但实际上不是这样。向学生问横森教授的车是哪一辆，实际上是为了知道在两辆新车中哪辆是木岛教授的。他应该考虑到了，如果在那里直接说出木岛教授的名字，将来爆炸时，学生就会想到是他干的。”  positive_prob: 0.107993  confidence: 0.760015  negative_prob: 0.892007  sentiment: 0.000000  
 原文:     钠是用瞬间黏着剂贴在宝马车内的，然后被汤川用假的替换掉了，特意设了等松田回收的局。  positive_prob: 0.118398  confidence: 0.736893  negative_prob: 0.881602  sentiment: 0.000000  
 原文:     “有件事我想问问你，”草薙面向物理学家的侧脸说，“你什么时候觉得松田奇怪的？”  positive_prob: 0.199505  confidence: 0.556656  negative_prob: 0.800495  sentiment: 0.000000  
 原文:     这个疑问以乎触动了汤川，他歪着脑袋。  positive_prob: 0.452497  confidence: 0.049938  negative_prob: 0.547503  sentiment: 1.000000  
 原文:     “从你说藤川与湘南事件可能有联系时起吧。不过有可能便用钠这件事，我倒是比这早就注意到了。”  positive_prob: 0.074194  confidence: 0.835124  negative_prob: 0.925806  sentiment: 0.000000  
 原文:     “但你为什么没和我说呢？”  positive_prob: 0.286710  confidence: 0.362866  negative_prob: 0.713290  sentiment: 0.000000  
 原文:     “哎，”汤川歪头想，“为什么呢？”  positive_prob: 0.116873  confidence: 0.740282  negative_prob: 0.883127  sentiment: 0.000000  
 原文:     “不会是想庇护他吧？”——话刚开了个头，传来了敲门声。  positive_prob: 0.105088  confidence: 0.766471  negative_prob: 0.894912  sentiment: 0.000000  
 原文:     “请进。”汤川应道。  positive_prob: 0.307330  confidence: 0.317044  negative_prob: 0.692670  sentiment: 0.000000  
 原文:     是木岛教授。草薙条件反射般地站了起来。  positive_prob: 0.404299  confidence: 0.101557  negative_prob: 0.595701  sentiment: 0.000000  
 原文:     “啊，这段时间多谢照顾。”教授看着草薙，表情柔和起来。  positive_prob: 0.773649  confidence: 0.496997  negative_prob: 0.226351  sentiment: 2.000000  
 原文:     “没有，也多谢您的帮助。”草薙低下头。  positive_prob: 0.251367  confidence: 0.441406  negative_prob: 0.748633  sentiment: 0.000000  
 原文:     为了抓住松田。把车子放在成城的家里，木岛教授给予了很多帮助。  positive_prob: 0.695694  confidence: 0.323765  negative_prob: 0.304306  sentiment: 2.000000  
 原文:     木岛和汤川说了些工作方面的话，打算告辞了。  positive_prob: 0.448051  confidence: 0.004330  negative_prob: 0.551949  sentiment: 0.000000  
 原文:     “教授。”草薙叫住了他。  positive_prob: 0.372191  confidence: 0.172910  negative_prob: 0.627809  sentiment: 0.000000  
 原文:     木岛教授回过了头。  positive_prob: 0.434634  confidence: 0.034147  negative_prob: 0.565366  sentiment: 0.000000  
 原文:     “您为什么没有让藤川上您的课呢？”  positive_prob: 0.146050  confidence: 0.675444  negative_prob: 0.853950  sentiment: 0.000000  
 原文:     老教授回看他，微微一笑。  positive_prob: 0.607041  confidence: 0.126758  negative_prob: 0.392959  sentiment: 2.000000  
 原文:     “你练过什么体育运动？”  positive_prob: 0.159968  confidence: 0.644517  negative_prob: 0.840032  sentiment: 0.000000  
 原文:     “柔道。”  positive_prob: 0.440846  confidence: 0.020342  negative_prob: 0.559154  sentiment: 0.000000  
 原文:     “那你应该明白无论有什么理由，忘记报名的选手都不可以参加比赛，而且，那样的选手也不可能获得胜利。学问也是战斗，不能对任何人手下留情。”  positive_prob: 0.076970  confidence: 0.828955  negative_prob: 0.923030  sentiment: 0.000000  
 原文:     说完，教授笑了一下，走出房间。  positive_prob: 0.589845  confidence: 0.088545  negative_prob: 0.410155  sentiment: 2.000000  
 原文:     草薙一动不动地站着，呆呆地看着汤川。  positive_prob: 0.364646  confidence: 0.189675  negative_prob: 0.635354  sentiment: 0.000000  
 原文:     汤川微笑着，望着窗外的天空。  positive_prob: 0.756354  confidence: 0.458565  negative_prob: 0.243645  sentiment: 2.000000  
 原文:     “下雨了。”他说。  positive_prob: 0.561625  confidence: 0.025833  negative_prob: 0.438375  sentiment: 2.000000  
 原文:       positive_prob: 1.000000  confidence: 1.000000  negative_prob: 0.000000  sentiment: 1.000000  
 
