原文: 第一章  预知梦  positive_prob: 0.539501  confidence: 0.209972  negative_prob: 0.460499  sentiment: 1.000000  
 原文:     “当然，”草薙继续说，“你并不清楚这样的背景，你只是强烈地感到坂本的存在令你处境危险，他早晚有一天会让你从前偷情的事暴露，你是这么想的吧？啊，或许最让你恐惧的，就是你不知道礼美究竟是谁的孩子。”  positive_prob: 0.019203  confidence: 0.957326  negative_prob: 0.980797  sentiment: 0.000000  
 原文:     “礼美是，”由美子低着头呻吟般地嗫嚅道，“我丈夫的孩子。”  positive_prob: 0.618564  confidence: 0.152365  negative_prob: 0.381436  sentiment: 2.000000  
 原文:     草薙吐了口气，那不是现在要讨论的事情。  positive_prob: 0.036068  confidence: 0.919850  negative_prob: 0.963932  sentiment: 0.000000  
 原文:     “所以你就考虑，能不能用合法的手段来杀死坂本。这时，你脑海里浮现出用正当防卫来杀他的想法，你想到引诱他侵入房间，再开枪把他打死，这样绝不会遭到社会的谴责，而且根据《防止盗窃犯罪法》，还很可能被判无罪。这可真是一个完美的计划。但你惟一的失误是，猎枪的子弹没有射中坂本。”  positive_prob: 0.018679  confidence: 0.958491  negative_prob: 0.981321  sentiment: 0.000000  
 原文:     听到这里，由美子终于抬起头来，并且摇了摇了头，但她的动作那么绵软无力。  positive_prob: 0.303899  confidence: 0.324668  negative_prob: 0.696101  sentiment: 0.000000  
 原文:     “不是那样的……我没有制定过什么计划。”  positive_prob: 0.129066  confidence: 0.713186  negative_prob: 0.870934  sentiment: 0.000000  
 原文:     “我们已经掌握了证据，”草薙故意用安静的表情说，“我们仔细分析了你用来引诱坂本的那封信，查清了打字机的机型和纸张，并且在你参加的烹饪培训班发现了完全一样的东西。听说授课的老师会经常用那种纸来写菜谱。我从那里还得到了证词，说最近看见你用过。事实上，昨天我的同事花了半天时间，帮我调查了油墨色带，你写的那封信，还完好地留在色带上。”  positive_prob: 0.265074  confidence: 0.410948  negative_prob: 0.734926  sentiment: 0.000000  
 原文:     应该说的，草薙已经都说了。接下来就等由美子的回答了。  positive_prob: 0.435553  confidence: 0.032105  negative_prob: 0.564447  sentiment: 0.000000  
 原文:     她充血的眼睛开始湿润，不一会便热泪盈眶，泪水扑哧扑哧落了下来。她也不去擦，说道：“你能不能……能不能跟我丈夫说礼美是他的骨肉？”  positive_prob: 0.200966  confidence: 0.553408  negative_prob: 0.799034  sentiment: 0.000000  
 原文:     草薙没有回答这个问题，只问：“你能和我一起回警署吗？”  positive_prob: 0.073025  confidence: 0.837722  negative_prob: 0.926975  sentiment: 0.000000  
 原文:     “好。”她小声回答。  positive_prob: 0.477310  confidence: 0.546191  negative_prob: 0.522691  sentiment: 1.000000  
 原文:     森崎家门前停着一辆车，里面坐着牧田和另外两名刑警，他们是事先接到草薙的联络在此待命的。草薙把由美子交给他们。  positive_prob: 0.441965  confidence: 0.017855  negative_prob: 0.558035  sentiment: 0.000000  
 原文:     “你们先走，我随后就回总部。”草薙对牧田说。  positive_prob: 0.290076  confidence: 0.355386  negative_prob: 0.709924  sentiment: 0.000000  
 原文:     牧田点点头，发动了车子，坐在后座的的由美子一直面朝着正前方。  positive_prob: 0.479832  confidence: 0.596635  negative_prob: 0.520168  sentiment: 1.000000  
 原文:     草薙朝和车子相反的方向走去。在20米左右的地方停着一辆尼桑阳光，汤川躺在副驾驶的位子上睡着了。  positive_prob: 0.567605  confidence: 0.039123  negative_prob: 0.432395  sentiment: 2.000000  
 原文:     草薙打开车门上了车，汤川醒了过来：“结束了？”  positive_prob: 0.257796  confidence: 0.427121  negative_prob: 0.742204  sentiment: 0.000000  
 原文:     “嗯。真是让人讨厌的工作。”  positive_prob: 0.274309  confidence: 0.390425  negative_prob: 0.725691  sentiment: 0.000000  
 原文:     “正因为如此，才给你开那么多工资。”  positive_prob: 0.410258  confidence: 0.088315  negative_prob: 0.589742  sentiment: 0.000000  
 原文:     “先不说这个了，”草薙转向副驾驶方向，“这次又是你帮了大忙，得好好谢谢你。”  positive_prob: 0.274908  confidence: 0.389092  negative_prob: 0.725091  sentiment: 0.000000  
 原文:     “我只是为了满足自己的好奇心而已，没什么好谢的。”  positive_prob: 0.563080  confidence: 0.029066  negative_prob: 0.436920  sentiment: 2.000000  
 原文:     “要不是听了你那一番推理的话，我们根本不会怀疑上她。”  positive_prob: 0.039891  confidence: 0.911354  negative_prob: 0.960109  sentiment: 0.000000  
 原文:     此时草薙的脑海中又回想起刚听到汤川推理时的那份惊讶。那时，汤川最先说的一句话就是——森崎礼美的母亲很可疑。  positive_prob: 0.836056  confidence: 0.635680  negative_prob: 0.163944  sentiment: 2.000000  
 原文:     “没有确切地听到入侵者的动静，母亲就端着猎枪进入了女儿的房间，这样的事情很奇怪。如果真有那么大的声音，首先有所察觉的应该是礼美本人吧。但事实上，礼美本人一直熟睡着，而犯人也只是靠近床前，什么都没有做。也就是说只有母亲发现了危险，并夸张地把猎枪拿在了手中。难道这不值得怀疑吗？”  positive_prob: 0.003432  confidence: 0.992374  negative_prob: 0.996568  sentiment: 0.000000  
 原文:     然后他又展开了大胆的推理，那就是，这次的事件是早有预谋的。  positive_prob: 0.466519  confidence: 0.330387  negative_prob: 0.533481  sentiment: 1.000000  
 原文:     “如果母亲的意图是想拿正当防卫作幌子，达到杀死坂本的目的，那么，她杀人的真正动机又是什么呢？我认为这与预知梦有关。预知梦中可能隐藏着什么对她不利的事情。我们假设坂本做梦的时候，也就是17年前，他与森崎由美子之间有着某种联系。如果由美子与还是小孩的坂本有什么联系的话，那她一定是去过他家附近，而且是很频繁的。她一直在隐瞒这件事。为什么呢？如果一个家庭主妇必须隐瞒经常去某处这一事实的话，原因是很有限的。”  positive_prob: 0.052347  confidence: 0.883672  negative_prob: 0.947653  sentiment: 0.000000  
 原文:     “是出轨。”草薙和牧田也马上想到了这一点。  positive_prob: 0.568399  confidence: 0.040886  negative_prob: 0.431601  sentiment: 2.000000  
 原文:     “所以我们是不是应该考虑到，在孩提时代的坂本家附近住着由美子的情人？不过，小孩子和成年男人之间关系亲密的情况很少见。所以还是想到和他一起玩的小伙伴的父亲比较合适吧。”  positive_prob: 0.606116  confidence: 0.124702  negative_prob: 0.393884  sentiment: 2.000000  
 原文:     所以汤川让草薙他们去调查那个父亲当时的生活情况。  positive_prob: 0.267794  confidence: 0.404902  negative_prob: 0.732206  sentiment: 0.000000  
 原文:     “这真是个匪夷所思的案件啊，”草薙一边插车钥匙，一边感慨地说，“坂本到现在还不知道自己为什么会梦见森崎礼美这个名字呢，他没料到个关于娃娃的回忆会操控了自己一生。”  positive_prob: 0.853781  confidence: 0.675070  negative_prob: 0.146219  sentiment: 2.000000  
 原文:     “所有人都是被什么东西操控着的。”汤川说着打了个大哈欠。  positive_prob: 0.559076  confidence: 0.020168  negative_prob: 0.440924  sentiment: 2.000000  
 原文:     “我知道一个味道不错的蓝山咖啡店。”  positive_prob: 0.613435  confidence: 0.140967  negative_prob: 0.386565  sentiment: 2.000000  
 原文:     “在这附近吗？”  positive_prob: 0.191499  confidence: 0.574447  negative_prob: 0.808501  sentiment: 0.000000  
 原文:     “在等等力。”  positive_prob: 0.650639  confidence: 0.223642  negative_prob: 0.349361  sentiment: 2.000000  
 原文:     “去喝吧。”草薙说完发动了车子。  positive_prob: 0.288913  confidence: 0.357972  negative_prob: 0.711087  sentiment: 0.000000  
 
