原文: 第五章  脱离  positive_prob: 0.485962  confidence: 0.719247  negative_prob: 0.514038  sentiment: 1.000000  
 原文:     “我们是因为找到了真正的罪犯，才证明那个人是被冤枉的，并不是被什么不在现场的证据所证实的。”  positive_prob: 0.193727  confidence: 0.569495  negative_prob: 0.806273  sentiment: 0.000000  
 原文:     “那是一回事。那个人是冤枉的，不就说明我们所主张的证据是正确的了，也就是说那天在那里的确停了一辆红色Mini Cooper车，然后我们家忠广就看到了，而且是从一个绝对看不到的地方看到的。”  positive_prob: 0.292086  confidence: 0.350919  negative_prob: 0.707914  sentiment: 0.000000  
 原文:     “这个嘛，你说的到底是可能还是不可能，就看我们一会儿的实验啦。”  positive_prob: 0.273737  confidence: 0.391695  negative_prob: 0.726263  sentiment: 0.000000  
 原文:     听了草薙的话，上村宏的鼻子哼了一下：“最终的结局就是丢人现眼。我可事先声明啊，要是荽验失败了，我会把这事报道出去的。你们可要有个心理准备啊。”  positive_prob: 0.045171  confidence: 0.899620  negative_prob: 0.954829  sentiment: 0.000000  
 原文:     “嗯，这个啊。”草薙回过头去敷衍地笑了一下，又马上转过头来。其实他也是提心吊胆的。全然不知汤川要搞什么名堂。  positive_prob: 0.154159  confidence: 0.657424  negative_prob: 0.845841  sentiment: 0.000000  
 原文:     到了大学，草薙领着上村父子向理工学院的教学楼走去。物理学第十三研究室就是汤川所在的办公室。  positive_prob: 0.759327  confidence: 0.465171  negative_prob: 0.240673  sentiment: 2.000000  
 原文:     他敲了下房间的门，里面传来了“请进”的声音。草薙打开了门。  positive_prob: 0.085083  confidence: 0.810927  negative_prob: 0.914917  sentiment: 0.000000  
 原文:     “来得正是时候，我们刚刚准备好。”穿着白大褂的汤川站在实验桌旁边说。  positive_prob: 0.667863  confidence: 0.261917  negative_prob: 0.332137  sentiment: 2.000000  
 原文:     “我把他们两个带来了。”草薙说完，看到站在旁边的人不禁大吃一惊。居然是竹田幸惠。  positive_prob: 0.152309  confidence: 0.661537  negative_prob: 0.847691  sentiment: 0.000000  
 原文:     “竹田夫人，你怎么也在这儿？”上村也惊奇地问。  positive_prob: 0.297495  confidence: 0.338901  negative_prob: 0.702505  sentiment: 0.000000  
 原文:     “汤川老师给我打电话了，说让我帮忙弄个试验，我也很感兴趣。我想一定要帮这个忙。”她笑着说。  positive_prob: 0.905262  confidence: 0.789472  negative_prob: 0.094738  sentiment: 2.000000  
 原文:     “你居然记住了她的电话号码？”草薙问汤川。  positive_prob: 0.146354  confidence: 0.674768  negative_prob: 0.853646  sentiment: 0.000000  
 原文:     “这没什么难的，我买咖喱面包的时候，那个袋子上印着她的电话号码。”  positive_prob: 0.130143  confidence: 0.710794  negative_prob: 0.869857  sentiment: 0.000000  
 原文:     “啊……”听他这么轻松地一说，草薙感到很扫兴。但他马上觉得可能那时他就预料到了今天的状况，所以才买了咖喱面包。  positive_prob: 0.607877  confidence: 0.128616  negative_prob: 0.392123  sentiment: 2.000000  
 原文:     “我虽然不知道你要干什么，但是希望你能快点，总之我现在很忙。”上村巡睃着汤川和草薙的脸。  positive_prob: 0.322045  confidence: 0.284345  negative_prob: 0.677955  sentiment: 0.000000  
 原文:     “不会耽搁你太久的，你吸一支烟的工夫就结束了。带烟了吗？”汤川问上村。  positive_prob: 0.136679  confidence: 0.696268  negative_prob: 0.863321  sentiment: 0.000000  
 原文:     “带了。这里可以吸吗？”  positive_prob: 0.473173  confidence: 0.463459  negative_prob: 0.526827  sentiment: 1.000000  
 原文:     “通常是禁止的，今天例外。请在这里吸。”汤川把烟灰缸放到实验桌上。  positive_prob: 0.564765  confidence: 0.032811  negative_prob: 0.435235  sentiment: 2.000000  
 原文:     “那就不客气了。”上村从上衣口袋里掏出烟，叼一根在嘴里点着了。  positive_prob: 0.072463  confidence: 0.838971  negative_prob: 0.927537  sentiment: 0.000000  
 原文:     “我也可以吸吗？”草薙边掏烟边问。  positive_prob: 0.302606  confidence: 0.327541  negative_prob: 0.697394  sentiment: 0.000000  
 原文:     汤川略显厌烦地撇了撇嘴，最后还是轻轻点了点头，草薙感激地点着了烟。  positive_prob: 0.209104  confidence: 0.535324  negative_prob: 0.790896  sentiment: 0.000000  
 原文:     “这是什么？”上村指着实验桌上并排放着的两个水槽问。  positive_prob: 0.153770  confidence: 0.658288  negative_prob: 0.846230  sentiment: 0.000000  
 原文:     那是两个长50厘米左右的长方体水槽，每个里面都放了大约七成的水。  positive_prob: 0.237274  confidence: 0.472725  negative_prob: 0.762726  sentiment: 0.000000  
 原文:     “你别碰！现在，里面的水正保持着特别微妙的状态，你要是晃动它们的话就会破坏掉整个平衡哦。”  positive_prob: 0.786029  confidence: 0.524509  negative_prob: 0.213971  sentiment: 2.000000  
 原文:     听了汤川的话，正要摸水的草薙慌忙把手缩了回来。  positive_prob: 0.431279  confidence: 0.041603  negative_prob: 0.568721  sentiment: 0.000000  
 原文:     汤川从白大褂的口袋里又拿出一样东西，是在开会的时候用来提示幻灯片位置的激光指示灯。  positive_prob: 0.381338  confidence: 0.152582  negative_prob: 0.618662  sentiment: 0.000000  
 原文:     “上村先生，即使那家食品工厂的大门全都开着，从你家的窗户也不可能看到堤坝，这可是你说的？”  positive_prob: 0.093103  confidence: 0.793103  negative_prob: 0.906897  sentiment: 0.000000  
 原文:     “嗯，是我说的没错。”上村眼里露出了挑衅的目光。  positive_prob: 0.587796  confidence: 0.083991  negative_prob: 0.412204  sentiment: 2.000000  
 原文:     “我也亲自去确认了那里的地形，的确如此。即使在大门全部开放的时候，你家和Mini Cooper车之间的位置也不可能用直线连起来，通常也就无法互相眺望了。这么说的前提是光是按直线传播的。”说完，汤川打开了激光指示灯的开关。“竹田女士，麻烦你把屋里的灯关下。”  positive_prob: 0.126624  confidence: 0.718613  negative_prob: 0.873376  sentiment: 0.000000  
 原文:     竹田答应了一声“好”，把墙上的开关关掉了。因为窗帘也被严实地拉上了，屋里一下变得昏暗起来，这样就能清楚地看到从激光指示灯里发出的光是按直线传播的。  positive_prob: 0.029066  confidence: 0.935410  negative_prob: 0.970935  sentiment: 0.000000  
 原文:     草薙这才明白他为什么允许大家抽烟了。因为他以前说过，在屋子里烟尘飞扬的时候更容易看到激光。  positive_prob: 0.157148  confidence: 0.650782  negative_prob: 0.842852  sentiment: 0.000000  
 原文:     “但是，”汤川把激光照到上村的前胸上，“当光线发生弯曲的时候，会怎么样呢？不是能看到本不应该看到的东西了吗？”  positive_prob: 0.046435  confidence: 0.896812  negative_prob: 0.953565  sentiment: 0.000000  
 原文:     “光线发生弯曲？”上村说完之后又认可地点点头，“你是说有镜子那样的东西吧。如果用镜子反射，这也是可能的。可哪有镜子呢？哪里又有那么大的镜子呢？”  positive_prob: 0.145609  confidence: 0.676425  negative_prob: 0.854391  sentiment: 0.000000  
 原文:     上村刚说到一半，汤川就开始摇头。  positive_prob: 0.328037  confidence: 0.271029  negative_prob: 0.671963  sentiment: 0.000000  
 原文:     “谁说是镜子了。你还是安静点好好看吧，好了，我们开始。在这两个水槽当中，左边的那个盛着普通的水，现在让激光通过那里。”说完，汤川把激光指示灯慢慢指向左边的水槽。忠广发出“啊”的一声惊呼。他个头比较矮，正好能从侧面看到水槽。  positive_prob: 0.625709  confidence: 0.168242  negative_prob: 0.374291  sentiment: 2.000000  
 原文:     激光的光线在水槽的侧面发生了很小的折射，然后又直射进水里。  positive_prob: 0.488233  confidence: 0.764658  negative_prob: 0.511767  sentiment: 1.000000  
 原文:     “附带提一下，我在水里混入了少量的牛奶，这是为了能更清晰地看到激光。”汤川说。  positive_prob: 0.623053  confidence: 0.162340  negative_prob: 0.376947  sentiment: 2.000000  
 原文:     “光弯曲了。”忠广抬头看着爸爸说。  positive_prob: 0.663002  confidence: 0.251116  negative_prob: 0.336998  sentiment: 2.000000  
 原文:     上村突然吐了口气。  positive_prob: 0.127755  confidence: 0.716100  negative_prob: 0.872245  sentiment: 0.000000  
 原文:     “不用反射也可以发生弯曲？光在水里传播时会发生弯曲，这是理科的常识。但是，那个现场哪有那么大的水槽呀？””你真是一个急性子的人，”汤川显得有些厌烦，“光在水槽里发生折射的现象，现在先不考虑，我想让你们看的是，光线在水里还是直线。”  positive_prob: 0.119394  confidence: 0.734681  negative_prob: 0.880606  sentiment: 0.000000  
 原文:     “这个是肯定的，它在同一种媒介里是直线。”  positive_prob: 0.421595  confidence: 0.063122  negative_prob: 0.578405  sentiment: 0.000000  
 原文:     “下面我们再让光线通过另一个水槽。”汤川把激光指示灯又转向右侧的水槽。  positive_prob: 0.261809  confidence: 0.418203  negative_prob: 0.738191  sentiment: 0.000000  
 原文:     “啊！”这次是草薙最先发出声音，接着忠广和幸惠也发出了“哇”的惊呼，上村则瞠目结舌地站在那里。  positive_prob: 0.097121  confidence: 0.784175  negative_prob: 0.902879  sentiment: 0.000000  
 原文:     进入水槽里的光，并没有接直线传播。在光向下走的时候慢慢弯成曲线。很明显，它可以用“弯曲”来形容。  positive_prob: 0.686371  confidence: 0.303046  negative_prob: 0.313629  sentiment: 2.000000  
 原文:     “怎么回事？”草薙问。  positive_prob: 0.167192  confidence: 0.628463  negative_prob: 0.832808  sentiment: 0.000000  
 原文:     “当然是在水里做手脚了。”汤川说，“这是糖水，上面的浓度低，下面的浓度高。光从低浓度介质向高浓度介质传播的时候，就发生了弯曲，而且浓度越高，折射率越大，所以，光线越往下越弯曲。”  positive_prob: 0.205673  confidence: 0.542950  negative_prob: 0.794327  sentiment: 0.000000  
 原文:     “原来是这么回事啊。”草薙把脸贴到水槽上，“我还是平生第一次见到这种现象。”  positive_prob: 0.120798  confidence: 0.731560  negative_prob: 0.879202  sentiment: 0.000000  
 原文:     “可能你是第一次见到它，但你应该知道有个自然现象，和它有相同的原理。”  positive_prob: 0.180012  confidence: 0.599973  negative_prob: 0.819988  sentiment: 0.000000  
 原文:     “是吗？怎么回事？”  positive_prob: 0.154295  confidence: 0.657122  negative_prob: 0.845705  sentiment: 0.000000  
 原文:     “前些日子，”汤川走到墙边打开了电灯的开关，“上村先生不是告诉我们那个事故了吗？”  positive_prob: 0.146852  confidence: 0.673662  negative_prob: 0.853148  sentiment: 0.000000  
 原文:     “事故？”上村一脸受到突然袭击的表情，“什么？什么事故？”  positive_prob: 0.091638  confidence: 0.796361  negative_prob: 0.908362  sentiment: 0.000000  
 原文:     “那天，你家对面那家食品厂发生了事故，”草蓬说，“那家工厂便用大量的液态氮来冷却食品。那天储藏罐破裂了，液态氮流了出来，工厂的部分地板都被冻起来了。”  positive_prob: 0.219190  confidence: 0.512912  negative_prob: 0.780810  sentiment: 0.000000  
 原文:     “这就是那个时候形成的标本。”汤川把那个断了一半的运动鞋拿在手里给大家看，“它是迅速冷冻之后，被什么撞折的。解冻后就变成了现在的样子。”  positive_prob: 0.198702  confidence: 0.558439  negative_prob: 0.801298  sentiment: 0.000000  
 原文:     看到那只破鞋，上村多少也有些吃惊。  positive_prob: 0.428150  confidence: 0.048557  negative_prob: 0.571850  sentiment: 0.000000  
 原文:     “居然会有那种事？它和今天的试验有什么关系吗？”  positive_prob: 0.143529  confidence: 0.681048  negative_prob: 0.856471  sentiment: 0.000000  
 原文:     这也是草薙想知道的事情，他也把目光移向汤川。  positive_prob: 0.382362  confidence: 0.150306  negative_prob: 0.617638  sentiment: 0.000000  
 原文:     “液态氮一流出来，厂里的人都很慌张，他们觉得必须立刻换气，就打开了大门。结果怎样呢？盛夏的热空气流到厂里去了。那一刻，工厂的地面是寒冷的氮气，上面则是热空气，形成了密度差非常大的气体层，”汤川手指着那个盛糖水的水槽说，“虽然液体和气体是有差别的，但光线通过它们折射的原理是一样的。”  positive_prob: 0.276073  confidence: 0.386506  negative_prob: 0.723927  sentiment: 0.000000  
 原文:     “就是说，如果当时有激光通过厂区，也会发生刚才那样的弯曲了？”  positive_prob: 0.324736  confidence: 0.278365  negative_prob: 0.675264  sentiment: 0.000000  
 原文:     “应该是这样的。”汤川看着草薙点点头。  positive_prob: 0.212608  confidence: 0.527538  negative_prob: 0.787392  sentiment: 0.000000  
 原文:     “要是这样的话……最后会怎么样呢？”  positive_prob: 0.242231  confidence: 0.461709  negative_prob: 0.757769  sentiment: 0.000000  
 原文:     “当我们通过工厂向对面看的时侯，看到的物体并不在它本来的位置。也就是说，能够看到平时看不到的东西，比如堤坝。”  positive_prob: 0.217975  confidence: 0.515611  negative_prob: 0.782025  sentiment: 0.000000  
 原文:     “会有这样的事……哎呀，原理上是这样的。”草薙嘀咕道。虽然他在头脑里能够理解，但是一时还没有形成什么清晰的意象。  positive_prob: 0.417702  confidence: 0.071772  negative_prob: 0.582298  sentiment: 0.000000  
 原文:     “我刚才不就说了吗，你应该很清楚那个有着相同原理的自然现象。”汤川接着说，“就是海市蜃楼。”  positive_prob: 0.164842  confidence: 0.633685  negative_prob: 0.835158  sentiment: 0.000000  
 原文:     “啊！”草薙点点头。  positive_prob: 0.405172  confidence: 0.099618  negative_prob: 0.594828  sentiment: 0.000000  
 原文:     在一旁一直听他们说话的竹田幸惠也有所领悟地点着头。  positive_prob: 0.625444  confidence: 0.167653  negative_prob: 0.374556  sentiment: 2.000000  
 原文:     “不是，才不是什么海市蜃楼呢！”上村好像要把什么砍断似的向下挥动右手。  positive_prob: 0.031340  confidence: 0.930355  negative_prob: 0.968660  sentiment: 0.000000  
 原文:     “竹田女士不也看到了吗？那时，工厂的大门不是一直关着吗？”  positive_prob: 0.083940  confidence: 0.813466  negative_prob: 0.916060  sentiment: 0.000000  
 原文:     “我去工厂调查的结果是，大门打开的时间的确很短。”草薙说。  positive_prob: 0.240213  confidence: 0.466193  negative_prob: 0.759787  sentiment: 0.000000  
 原文:     “不，不是的，喂！忠广你跟他们好好讲讲！那天你飘浮在空中，然后看到了那景物！”  positive_prob: 0.091605  confidence: 0.796433  negative_prob: 0.908395  sentiment: 0.000000  
 原文:     但是，少年没有认同父亲的话。  positive_prob: 0.458716  confidence: 0.174312  negative_prob: 0.541284  sentiment: 1.000000  
 原文:     我没有在什么空中飘浮啊，”孩子哭起来，“我只是觉得身上轻飘飘的，爸爸就说我飘在空中……”  positive_prob: 0.409595  confidence: 0.089789  negative_prob: 0.590405  sentiment: 0.000000  
 原文:     “忠广！”上村歇斯底里地喊了起来。  positive_prob: 0.467106  confidence: 0.342112  negative_prob: 0.532894  sentiment: 1.000000  
 原文:     汤川走到忠广身边，蹲了下来。  positive_prob: 0.543820  confidence: 0.123608  negative_prob: 0.456180  sentiment: 1.000000  
 原文:     “你老实告诉我，你到底是怎么看到那个景物的？是不是工厂的大门开着，你才看见对面的。”  positive_prob: 0.127857  confidence: 0.715872  negative_prob: 0.872143  sentiment: 0.000000  
 原文:     忠广沉默地思考了一会儿，一脸茫然地摇了摇头。  positive_prob: 0.294728  confidence: 0.345049  negative_prob: 0.705272  sentiment: 0.000000  
 原文:     “不知道，可能是这样吧，我那时候很迷糊，记不得了。”  positive_prob: 0.436106  confidence: 0.030874  negative_prob: 0.563894  sentiment: 0.000000  
 原文:     “是吗！”汤川摸着少年的头，“没关系，这也是没办法的事。”  positive_prob: 0.294112  confidence: 0.346417  negative_prob: 0.705888  sentiment: 0.000000  
 原文:     “没有证据证明那是海市蜃楼啊，”上村说，“一切只不过是推理而已。”  positive_prob: 0.199618  confidence: 0.556405  negative_prob: 0.800382  sentiment: 0.000000  
 原文:     “是的。但是你说他是灵魂出壳不也没有证据吗？”  positive_prob: 0.140966  confidence: 0.686742  negative_prob: 0.859034  sentiment: 0.000000  
 原文:     汤川的反问让上村哑口无言。就在这时竹田幸惠开口说话了。  positive_prob: 0.427444  confidence: 0.050125  negative_prob: 0.572556  sentiment: 0.000000  
 原文:     “上村先生，你别再提这件事了，我都知道啦！”  positive_prob: 0.368803  confidence: 0.180438  negative_prob: 0.631197  sentiment: 0.000000  
 原文:     “知道啦……知道什么了？”  positive_prob: 0.362514  confidence: 0.194413  negative_prob: 0.637486  sentiment: 0.000000  
 原文:     “你在忠广画的画上做手脚了。我看到周刊杂志上刊登的照片后特别惊讶，忠广最初画的画没有那么清楚，虽然看上去也是红车，但是原来没有白色的车顶和轮胎。这些都是你后来添上去的吧？”  positive_prob: 0.335289  confidence: 0.254914  negative_prob: 0.664711  sentiment: 0.000000  
 原文:     她的指证似乎都是事实，在这个证据面前，上村的脸痛苦地扭曲着。  positive_prob: 0.180168  confidence: 0.599626  negative_prob: 0.819832  sentiment: 0.000000  
 原文:     “那是因为……我为了让大家更容易理解我的话才那么做的。”  positive_prob: 0.307332  confidence: 0.317039  negative_prob: 0.692668  sentiment: 0.000000  
 原文:     “你在说什么呢？这不就是欺骗吗？你想教会忠广这个吗？”幸惠盯着上村质问道。  positive_prob: 0.035736  confidence: 0.920588  negative_prob: 0.964264  sentiment: 0.000000  
 原文:     上村咬了咬嘴唇无言以对。最后，他好像做了什么决定似的拉起了忠广的手。  positive_prob: 0.269617  confidence: 0.400851  negative_prob: 0.730383  sentiment: 0.000000  
 原文:     “你给我演示了一个很有深意的试验，非常感谢！但是，这也不是什么决定性的证据，作为参考意见我会考虑的。一会儿还有约会，我先告辞了。”  positive_prob: 0.597761  confidence: 0.106135  negative_prob: 0.402239  sentiment: 2.000000  
 原文:     “上村先生……”  positive_prob: 0.444280  confidence: 0.012712  negative_prob: 0.555720  sentiment: 0.000000  
 原文:     他无视幸惠的呼唤，拉起儿子疾步走出了房间。  positive_prob: 0.415757  confidence: 0.076095  negative_prob: 0.584243  sentiment: 0.000000  
 原文:     听着渐渐走远的脚步声，房间里剩下的三个人都沉默了。  positive_prob: 0.516973  confidence: 0.660531  negative_prob: 0.483027  sentiment: 1.000000  
 原文:     “你不去追一下吗？”草薙问幸惠，“就算为了那孩子。”  positive_prob: 0.065959  confidence: 0.853425  negative_prob: 0.934041  sentiment: 0.000000  
 原文:     幸惠如梦初醒，和他们两人告别后，飞跑了出去。  positive_prob: 0.605637  confidence: 0.123638  negative_prob: 0.394363  sentiment: 2.000000  
 原文:     草薙和汤川面面相觑，长长出了一口气。  positive_prob: 0.524449  confidence: 0.511024  negative_prob: 0.475551  sentiment: 1.000000  
 原文:     “你不是也可以和小孩子面对面说话了吗！”草薙说。  positive_prob: 0.165547  confidence: 0.632118  negative_prob: 0.834453  sentiment: 0.000000  
 原文:     汤川把白大衣的袖子挽起来给他看，他的手腕上有些红色的斑点。  positive_prob: 0.462642  confidence: 0.252846  negative_prob: 0.537358  sentiment: 1.000000  
 原文:     “这是什么？”草薙问。  positive_prob: 0.156771  confidence: 0.651620  negative_prob: 0.843229  sentiment: 0.000000  
 原文:     “风疹。”  positive_prob: 0.446352  confidence: 0.008107  negative_prob: 0.553648  sentiment: 0.000000  
 原文:     “啊？”  positive_prob: 0.391731  confidence: 0.129486  negative_prob: 0.608269  sentiment: 0.000000  
 原文: 　　“还是不要去做自己不习惯的事情为好。”汤川说完这话，将窗帘彻底拉开了。  positive_prob: 0.081906  confidence: 0.817986  negative_prob: 0.918094  sentiment: 0.000000  
 原文: 　　（完）  positive_prob: 0.632064  confidence: 0.182364  negative_prob: 0.367936  sentiment: 2.000000  
 
